site_id,cluster_id,plot_id,max_cover_plot,community_dominance_plot,berger_parker_plot,simpson_dominance_plot,max_cover_cluster,community_dominance_cluster,berger_parker_cluster,simpson_dominance_cluster,site_id_max_cover,community_dominance_site,berger_parker_site,simpson_dominance_site,functional_diversity_plot,functional_dispersion_plot,functional_pairwise_distance_plot,functional_nearerst_neighbour_distance_plot,functional_originality_plot,functional_specialization_plot,functional_diversity_cluster,functional_dispersion_cluster,functional_pairwise_distance_cluster,functional_nearerst_neighbour_distance_cluster,functional_originality_cluster,functional_specialization_cluster,functional_diversity_site,functional_dispersion_site,functional_pairwise_distance_site,functional_nearerst_neighbour_distance_site,functional_originality_site,functional_specialization_site,functional_beta_diversity_cluster,sorenson_dissimilarity_cluster,functional_beta_diversity_site,sorenson_dissimilarity_site,plant_evenness_plot,plant_evenness_cluster,plant_evenness_site,shannon_diversity_plot,shannon_diversity_cluster,shannon_diversity_site
addo_jack_in,addo_jack_in_1,addo_jack_in_1,60,0.912698412698413,0.476190476190476,0.702317964222726,20,0.645569620253165,0.253164556962025,0.830918122095818,24.4,0.512692467748648,0.25384935497295,0.873898263874277,2.92607201446827,0.483211573841503,0.650348410462451,1.02022664423081,0.386973347405804,0.515326875565533,4.99390049684377,0.632555361261295,0.694730571741166,0.983548302858149,0.372650940231562,0.55913407760496,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.144016946675762,0.374509803921569,0.0625069964474766,0.352278701739654,0.758216486803894,0.769391768272416,0.686993733868115,1.47542115685276,2.03046898540496,2.48067797949871
addo_jack_in,addo_jack_in_1,addo_jack_in_2,40,0.703703703703704,0.296296296296296,0.796488340192044,20,0.645569620253165,0.253164556962025,0.830918122095818,24.4,0.512692467748648,0.25384935497295,0.873898263874277,4.67391624161008,0.653547302530145,0.689766047360344,1.00006392467033,0.305043567879069,0.55576608427024,4.99390049684377,0.632555361261295,0.694730571741166,0.983548302858149,0.372650940231562,0.55913407760496,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.144016946675762,0.374509803921569,0.0625069964474766,0.352278701739654,0.802516453291909,0.769391768272416,0.686993733868115,1.8478624222324,2.03046898540496,2.48067797949871
addo_jack_in,addo_jack_in_1,addo_jack_in_3,60,0.708955223880597,0.447761194029851,0.748941857874805,20,0.645569620253165,0.253164556962025,0.830918122095818,24.4,0.512692467748648,0.25384935497295,0.873898263874277,4.68780215331941,0.674173667611166,0.725066019006274,1.08085349242376,0.426790974494842,0.603693917633468,4.99390049684377,0.632555361261295,0.694730571741166,0.983548302858149,0.372650940231562,0.55913407760496,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.144016946675762,0.374509803921569,0.0625069964474766,0.352278701739654,0.768599470978019,0.769391768272416,0.686993733868115,1.7697656843571,2.03046898540496,2.48067797949871
addo_jack_in,addo_jack_in_2,addo_jack_in_4,20,0.486725663716814,0.176991150442478,0.882136424152244,14,0.529411764705882,0.205882352941176,0.900103806228374,24.4,0.512692467748648,0.25384935497295,0.873898263874277,6.06174574199403,0.677655762068595,0.692174230728776,1.00835343386487,0.361259084889752,0.558133267965399,6.43748357890887,0.635650414772941,0.644256842621055,0.764134290378981,0.34265894733697,0.51964631644175,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.0913048148653639,0.401516754850088,0.0625069964474766,0.352278701739654,0.912103182551183,0.829133098728772,0.686993733868115,2.26649126361423,2.56288560765517,2.48067797949871
addo_jack_in,addo_jack_in_2,addo_jack_in_5,20,0.565217391304348,0.173913043478261,0.893610586011342,14,0.529411764705882,0.205882352941176,0.900103806228374,24.4,0.512692467748648,0.25384935497295,0.873898263874277,5.24539586691931,0.600230004941074,0.634524484006581,0.781598068729655,0.294594963015454,0.527374905469091,6.43748357890887,0.635650414772941,0.644256842621055,0.764134290378981,0.34265894733697,0.51964631644175,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.0913048148653639,0.401516754850088,0.0625069964474766,0.352278701739654,0.886941191270055,0.829133098728772,0.686993733868115,2.40188127138471,2.56288560765517,2.48067797949871
addo_jack_in,addo_jack_in_2,addo_jack_in_6,30,0.580357142857143,0.267857142857143,0.849649234693878,14,0.529411764705882,0.205882352941176,0.900103806228374,24.4,0.512692467748648,0.25384935497295,0.873898263874277,5.46519334141938,0.581555880169797,0.617229866904243,0.900238459425937,0.373244149600453,0.472880126617495,6.43748357890887,0.635650414772941,0.644256842621055,0.764134290378981,0.34265894733697,0.51964631644175,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.0913048148653639,0.401516754850088,0.0625069964474766,0.352278701739654,0.828323347367142,0.829133098728772,0.686993733868115,2.12460743759974,2.56288560765517,2.48067797949871
addo_jack_in,addo_jack_in_3,addo_jack_in_7,60,0.671140939597315,0.402684563758389,0.783748479798207,34,0.690072639225182,0.411622276029056,0.775791615123498,24.4,0.512692467748648,0.25384935497295,0.873898263874277,5.06498908380896,0.654959121174125,0.703012922369234,0.743290215256077,0.363827506510075,0.599463937270383,5.12144682350857,0.627869057027287,0.692812605988553,0.805767419078988,0.38817677666861,0.579454345526514,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.0789685813039271,0.450824029771398,0.0625069964474766,0.352278701739654,0.723766200885174,0.674637043876159,0.686993733868115,1.95999520585808,1.98642760877858,2.48067797949871
addo_jack_in,addo_jack_in_3,addo_jack_in_8,50,0.775193798449612,0.387596899224806,0.76473769605192,34,0.690072639225182,0.411622276029056,0.775791615123498,24.4,0.512692467748648,0.25384935497295,0.873898263874277,4.17843384285692,0.578425336282021,0.703771386060807,0.977643581248766,0.464809890463894,0.564939130395569,5.12144682350857,0.627869057027287,0.692812605988553,0.805767419078988,0.38817677666861,0.579454345526514,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.0789685813039271,0.450824029771398,0.0625069964474766,0.352278701739654,0.708437529488769,0.674637043876159,0.686993733868115,1.76040112798603,1.98642760877858,2.48067797949871
addo_jack_in,addo_jack_in_3,addo_jack_in_9,60,0.962962962962963,0.444444444444444,0.729766803840878,34,0.690072639225182,0.411622276029056,0.775791615123498,24.4,0.512692467748648,0.25384935497295,0.873898263874277,4.50496112187033,0.617467498021067,0.695916750778446,1.14073566288402,0.341823958698463,0.571239779467665,5.12144682350857,0.627869057027287,0.692812605988553,0.805767419078988,0.38817677666861,0.579454345526514,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.0789685813039271,0.450824029771398,0.0625069964474766,0.352278701739654,0.816013112417432,0.674637043876159,0.686993733868115,1.5878881972153,1.98642760877858,2.48067797949871
addo_jack_in,addo_jack_in_4,addo_jack_in_10,35,0.518518518518519,0.259259259259259,0.871440329218107,19,0.484234234234234,0.213963963963964,0.883106079052025,24.4,0.512692467748648,0.25384935497295,0.873898263874277,5.95979253137159,0.635914320946111,0.654092651413753,0.934709272189447,0.34168046793932,0.515785316393391,6.08562102505172,0.659795441154458,0.659016940597986,0.821715528915633,0.3860910649499,0.539409275671506,6.29540534763572,0.671781777389309,0.653522756750376,0.662677879129335,0.36511418035638,0.562249964564122,0.098129958801992,0.444715778049111,0.0625069964474766,0.352278701739654,0.842772655477979,0.802864911468053,0.686993733868115,2.33666195999032,2.40516832658891,2.48067797949871
